"Phy","fixer","num_introduced","total_area_introduced","total_area_native","lat_native","abs_lat_native","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia"
"Oxytropis lambertii",1,0,0,1.76e+13,45.5861914,45.5861914,0,0,"Oxytropis lambertii","Oxytropis lambertii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Oxytropis lapponica",1,0,0,1.74e+13,41.32767765,41.32767765,0,2,"Oxytropis lapponica","Oxytropis lapponica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Oxytropis leucantha",1,0,0,7.51e+12,57.20484909,57.20484909,0,0,"Oxytropis leucantha","Oxytropis leucantha","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Oxytropis maydelliana",1,0,0,5.96e+12,55.98878309,55.98878309,0,0,"Oxytropis maydelliana","Oxytropis maydelliana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Oxytropis melanocalyx",1,0,0,3.27e+12,35.05804188,35.05804188,0,0,"Oxytropis melanocalyx","Oxytropis melanocalyx","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Oxytropis mollis",1,0,0,2.61e+12,29.31848205,29.31848205,0,3,"Oxytropis mollis","Oxytropis mollis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Oxytropis neglecta",1,0,0,1.9e+12,44.16079416,44.16079416,0,0,"Oxytropis neglecta","Oxytropis neglecta","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Oxytropis oreophila",1,0,0,1.21e+12,37.45547727,37.45547727,0,0,"Oxytropis oreophila","Oxytropis oreophila","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Oxytropis pilosa",1,0,0,2.36e+13,49.86941703,49.86941703,0,4,"Oxytropis pilosa","Oxytropis pilosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Oxytropis riparia",1,1,1.03e+12,4.63e+12,44.47949911,44.47949911,0,1,"Oxytropis riparia","Oxytropis riparia","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Oxytropis scammaniana",1,0,0,NA,NA,NA,0,0,"Oxytropis scammaniana","Oxytropis scammaniana","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Oxytropis sericea",1,0,0,3.42e+12,39.27623486,39.27623486,0,0,"Oxytropis sericea","Oxytropis sericea","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,0,0,"N","N",0,NA,0
"Oxytropis spicata",1,0,0,1.19e+13,56.75602889,56.75602889,0,0,"Oxytropis spicata","Oxytropis spicata","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Oxytropis splendens",1,0,0,1.63e+12,42.94065744,42.94065744,0,0,"Oxytropis splendens","Oxytropis splendens","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Oxytropis thomsonii",1,0,0,1.13e+12,31.712301,31.712301,0,0,"Oxytropis thomsonii","Oxytropis thomsonii","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Oxytropis viscida",1,0,0,2.07e+12,41.49776991,41.49776991,0,0,"Oxytropis viscida","Oxytropis viscida","Encyclopedia of Life",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Pachecoa prismatica",1,0,0,NA,NA,NA,0.123931624,0,"Pachecoa prismatica","Pachecoa prismatica","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pachyrhizus ahipa",1,0,0,NA,NA,NA,0,0,"Pachyrhizus ahipa","Pachyrhizus ahipa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pachyrhizus erosus",1,55,2.91e+13,1.33e+12,8.73780415,8.73780415,0,7,"Pachyrhizus erosus","Pachyrhizus erosus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Pachyrhizus ferrugineus",1,3,1.16e+11,1.94e+12,14.80443827,14.80443827,0,1,"Pachyrhizus ferrugineus","Pachyrhizus ferrugineus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pachyrhizus tuberosus",1,11,1.05e+13,3.58e+12,2.09082161,2.09082161,0,2,"Pachyrhizus tuberosus","Pachyrhizus tuberosus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Paramachaerium ormosioides",1,0,0,NA,NA,NA,0,0,"Paramachaerium ormosioides","Paramachaerium ormosioides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Parapiptadenia excelsa",1,0,0,1.79e+11,-24.6384511,24.6384511,0,0,"Parapiptadenia excelsa","Parapiptadenia excelsa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Parapiptadenia excelsa",0
"Parapiptadenia pterosperma",1,0,0,1.24e+12,-17.70056678,17.70056678,0,0,"Parapiptadenia pterosperma","Parapiptadenia pterosperma","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Parapiptadenia rigida",1,1,2.67e+12,1.51e+12,-27.44343513,27.44343513,0,0,"Parapiptadenia rigida","Parapiptadenia rigida","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,5,0,"Y","N",0,NA,0
"Paraserianthes lophantha",1,13,1.34e+13,8.37e+12,-10.04267138,10.04267138,0,4,"Paraserianthes lophantha","Paraserianthes lophantha","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Parkia biglandulosa",0,10,2.87e+12,8.07e+11,21.61029237,21.61029237,0,2,"Parkia biglandulosa","Parkia biglandulosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Parkia decussata",0,0,0,8.56e+12,-3.42394831,3.42394831,0,0,"Parkia decussata","Parkia decussata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Parkia decussata",0
"Parkia discolor",0,0,0,9.38e+12,-1.82673112,1.82673112,0,1,"Parkia discolor","Parkia discolor","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Parkia discolor",0
"Parkia filicoidea",0,0,0,1.4e+13,5.86066294,5.86066294,0,5,"Parkia filicoidea","Parkia filicoidea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Parkia filicoidea",0
"Parkia gigantocarpa",0,0,0,3.15e+12,-0.95922106,0.95922106,0,0,"Parkia gigantocarpa","Parkia gigantocarpa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Parkia igneiflora",0,0,0,1.18e+13,-2.24695083,2.24695083,0,0,"Parkia igneiflora","Parkia igneiflora","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Parkia multijuga",0,0,0,1.11e+13,-6.85472675,6.85472675,0,3,"Parkia multijuga","Parkia multijuga","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Parkia nitida",0,0,0,9.51e+12,-4.01830813,4.01830813,0,2,"Parkia nitida","Parkia nitida","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N",1,"Parkia nitida",0
"Parkia panurensis",0,0,0,1.21e+13,-2.19687875,2.19687875,0,2,"Parkia panurensis","Parkia panurensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Parkia pectinata",0
"Parkia pendula",0,0,0,1.37e+13,-3.36043278,3.36043278,0,1,"Parkia pendula","Parkia pendula","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,2,2,0,"Y","N",1,"Parkia pendula",0
"Parkia platycephala",0,0,0,8.47e+12,-10.77227947,10.77227947,0,2,"Parkia platycephala","Parkia platycephala","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Parkia speciosa",0,0,0,4.4e+12,2.83988351,2.83988351,0,3,"Parkia speciosa","Parkia speciosa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Parkia timoriana",0,6,1.55e+12,6.58e+12,3.6869211,3.6869211,0,6,"Parkia timoriana","Parkia timoriana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Parkia ulei",0,0,0,9.82e+12,-2.26645922,2.26645922,0,0,"Parkia ulei","Parkia ulei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Parkia ulei",0
"Parkia velutina",0,0,0,1.1e+13,-3.31176229,3.31176229,0,0,"Parkia velutina","Parkia velutina","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,0,1,"N","Y",0,NA,0
"Parkinsonia aculeata",0,26,4.25e+13,1.76e+13,10.47457552,10.47457552,0,6,"Parkinsonia aculeata","Parkinsonia aculeata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,0,"Y","N",0,NA,0
"Parkinsonia africana",0,0,0,4.05e+12,-23.84985133,23.84985133,0,1,"Parkinsonia africana","Parkinsonia africana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Parochetus communis",1,2,2.68e+11,1.13e+13,14.64779606,14.64779606,0,2,"Parochetus communis","Parochetus communis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Parryella filifolia",1,0,0,1.1e+12,36.56705657,36.56705657,0,0,"Parryella filifolia","Parryella filifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pearsonia aristata",1,0,0,3.08e+12,-23.68287979,23.68287979,0,0,"Pearsonia aristata","Pearsonia aristata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pearsonia cajanifolia",1,0,0,3.18e+12,-19.23387979,19.23387979,0,0,"Pearsonia cajanifolia","Pearsonia cajanifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pearsonia grandifolia",1,0,0,3.06e+12,-22.24326179,22.24326179,0,0,"Pearsonia grandifolia","Pearsonia grandifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pearsonia mesopontica",1,0,0,3.9e+11,-19.00000691,19.00000691,0,0,"Pearsonia mesopontica","Pearsonia mesopontica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pearsonia metallifera",1,0,0,3.9e+11,-19.00000691,19.00000691,0,0,"Pearsonia metallifera","Pearsonia metallifera","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pearsonia sessilifolia",1,0,0,3.08e+12,-23.68287979,23.68287979,0,0,"Pearsonia sessilifolia","Pearsonia sessilifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pediomelum subacaule",1,0,0,3.96e+11,33.60436597,33.60436597,0,0,"Pediomelum subacaule","Pediomelum subacaule","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Peltogyne angustiflora",0,0,0,NA,NA,NA,0,0,"Peltogyne angustiflora","Peltogyne angustiflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Peltogyne catingae",0,0,0,1.57e+12,-4.18918209,4.18918209,0,0,"Peltogyne catingae","Peltogyne catingae","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Peltogyne confertiflora",0,0,0,NA,NA,NA,0,0,"Peltogyne confertiflora","Peltogyne confertiflora","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Peltogyne excelsa",1,0,0,NA,NA,NA,0,0,"Peltogyne excelsa","Peltogyne excelsa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Peltogyne gracilipes",0,0,0,NA,NA,NA,0,0,"Peltogyne gracilipes","Peltogyne gracilipes","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Peltogyne paniculata",0,0,0,5.29e+12,0.47161234,0.47161234,0,1,"Peltogyne paniculata","Peltogyne paniculata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0
"Peltogyne prancei",0,0,0,NA,NA,NA,0,0,"Peltogyne prancei","Peltogyne prancei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Peltogyne venosa",0,0,0,4.99e+12,-2.5896768,2.5896768,0,1,"Peltogyne venosa","Peltogyne venosa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Peltophorum africanum",1,7,4.9e+12,9.68e+12,-18.9588299,18.9588299,0,3,"Peltophorum africanum","Peltophorum africanum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Peltophorum dasyrrhachis",0,5,1.83e+12,4.29e+12,1.17089556,1.17089556,0,5,"Peltophorum dasyrrhachis","Peltophorum dasyrrhachis","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Peltophorum dubium",0,6,3.8e+12,1.18e+13,-24.58551684,24.58551684,0,3,"Peltophorum dubium","Peltophorum dubium","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,7,2,0,"Y","N",0,NA,0
"Peltophorum pterocarpum",0,32,2e+13,8.83e+12,2.53227517,2.53227517,0,7,"Peltophorum pterocarpum","Peltophorum pterocarpum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,3,0,"Y","N",0,NA,0
"Pentaclethra macroloba",1,1,390727008.7,7.41e+12,7.52987291,7.52987291,0,4,"Pentaclethra macroloba","Pentaclethra macroloba","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,4,4,0,"Y","N",1,"Pentaclethra macroloba",0
"Periandra coccinea",1,0,0,NA,NA,NA,0,0,"Periandra coccinea","Periandra coccinea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Periandra mediterranea",1,0,0,9.56e+12,-13.74369646,13.74369646,0,0,"Periandra mediterranea","Periandra mediterranea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pericopsis angolensis",1,0,0,6.58e+12,-9.30607622,9.30607622,0,2,"Pericopsis angolensis","Pericopsis angolensis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,2,2,"Y","Y",0,NA,0
"Pericopsis elata",1,1,2.42e+11,4.26e+12,4.3914139,4.3914139,0,1,"Pericopsis elata","Pericopsis elata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Pericopsis mooniana",1,0,0,5.63e+12,1.09008444,1.09008444,0,1,"Pericopsis mooniana","Pericopsis mooniana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Petalostylis labicheoides",0,0,0,6.04e+12,-26.38076745,26.38076745,0.063063063,0,"Petalostylis labicheoides","Petalostylis labicheoides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Petteria ramentacea",1,0,0,2.84e+11,42.65139375,42.65139375,0,0,"Petteria ramentacea","Petteria ramentacea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Phaseolus acutifolius",1,7,1.07e+13,9.79e+11,32.89681885,32.89681885,1,3,"Phaseolus acutifolius","Phaseolus acutifolius","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Phaseolus coccineus",1,31,3.74e+13,3.57e+12,30.44236219,30.44236219,0,3,"Phaseolus coccineus","Phaseolus coccineus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Phaseolus filiformis",1,0,0,1.77e+12,26.54462355,26.54462355,0,0,"Phaseolus filiformis","Phaseolus filiformis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Phaseolus glabellus",1,0,0,NA,NA,NA,0.25,0,"Phaseolus glabellus","Phaseolus glabellus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Phaseolus lunatus",1,46,4.08e+13,2.72e+11,9.90592018,9.90592018,0,5,"Phaseolus lunatus","Phaseolus lunatus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N",1,"Phaseolus lunatus",0
"Phaseolus maculatus",1,0,0,1.36e+12,25.9996614,25.9996614,0,0,"Phaseolus maculatus","Phaseolus maculatus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Phaseolus parvulus",1,0,0,6.76e+11,26.746588,26.746588,0,0,"Phaseolus parvulus","Phaseolus parvulus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Phaseolus pedicellatus",1,0,0,NA,NA,NA,0.25,0,"Phaseolus pedicellatus","Phaseolus pedicellatus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Phaseolus polystachios",1,0,0,2.38e+12,37.06489832,37.06489832,0,0,"Phaseolus polystachios","Phaseolus polystachios","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Phaseolus vulgaris",1,49,4.89e+13,2.93e+12,10.51720157,10.51720157,1,3,"Phaseolus vulgaris","Phaseolus vulgaris","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,6,6,0,"Y","N",1,"Phaseolus vulgaris",0
"Phyllodium elegans",1,0,0,4.45e+12,14.66950117,14.66950117,0,0,"Phyllodium elegans","Phyllodium elegans","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Phyllodium pulchellum",1,2,4700589798,1.43e+13,8.83878791,8.83878791,0,1,"Phyllodium pulchellum","Phyllodium pulchellum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Phyllota barbata",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Phyllota barbata","Phyllota barbata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Phyllota phylicoides",1,0,0,2.53e+12,-25.79163463,25.79163463,0,0,"Phyllota phylicoides","Phyllota phylicoides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Phyllota pleurandroides",1,0,0,1.21e+12,-31.4539516,31.4539516,0,0,"Phyllota pleurandroides","Phyllota pleurandroides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Phyllota remota",1,0,0,1.21e+12,-31.4539516,31.4539516,0,0,"Phyllota remota","Phyllota remota","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pickeringia montana",0,0,0,4.74e+11,28.18553821,28.18553821,0,0,"Pickeringia montana","Pickeringia montana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Piliostigma malabaricum",0,1,72497769150,NA,NA,NA,0,0,"Piliostigma malabaricum","Piliostigma malabaricum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,2,"Y","Y",0,NA,0
"Piptadenia adiantoides",1,0,0,NA,NA,NA,0,0,"Piptadenia adiantoides","Piptadenia adiantoides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Piptadenia adiantoides",0
"Piptadenia flava",1,0,0,1.94e+11,15.98539898,15.98539898,0,0,"Piptadenia flava","Piptadenia flava","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Piptadenia flava",0
"Piptadenia gonoacantha",1,0,0,NA,NA,NA,0,0,"Piptadenia gonoacantha","Piptadenia gonoacantha","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N",1,"Piptadenia gonoacantha",0
"Piptadenia obliqua",1,0,0,6.26e+11,3.32798888,3.32798888,0,0,"Piptadenia obliqua","Piptadenia obliqua","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pityrocarpa obliqua",0
"Piptadenia paniculata",1,0,0,NA,NA,NA,0,0,"Piptadenia paniculata","Piptadenia paniculata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Piptadenia stipulacea",1,0,0,NA,NA,NA,0,0,"Piptadenia stipulacea","Piptadenia stipulacea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Piptadenia stipulacea",0
"Piptadenia viridiflora",1,0,0,NA,NA,NA,0,0,"Piptadenia viridiflora","Piptadenia viridiflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Piptadenia viridiflora",0
"Piptanthus concolor",1,0,0,2.58e+12,31.80264934,31.80264934,0,0,"Piptanthus concolor","Piptanthus concolor","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Piptanthus nepalensis",1,1,2.31e+11,5.8e+12,26.42720691,26.42720691,0,2,"Piptanthus nepalensis","Piptanthus nepalensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Piscidia grandifolia",1,0,0,4.36e+11,16.73481603,16.73481603,0,1,"Piscidia grandifolia","Piscidia grandifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Piscidia piscipula",1,3,2.77e+12,1.11e+12,19.07652737,19.07652737,0,2,"Piscidia piscipula","Piscidia piscipula","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pisum abyssinicum",1,0,0,1.13e+12,8.62614058,8.62614058,1,0,"Pisum abyssinicum","Pisum abyssinicum","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pisum sativum",1,51,7.9e+13,1.23e+13,32.8836943,32.8836943,0,3,"Pisum sativum","Pisum sativum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,6,0,"Y","N",0,NA,0
"Pithecellobium diversifolium",1,0,0,NA,NA,NA,0,0,"Pithecellobium diversifolium","Pithecellobium diversifolium","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pithecellobium diversifolium",0
"Pithecellobium dulce",1,39,2.58e+13,1.71e+13,8.79750942,8.79750942,0,6,"Pithecellobium dulce","Pithecellobium dulce","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,4,0,"Y","N",0,NA,0
"Pithecellobium lanceolatum",1,0,0,1.28e+11,12.839712,12.839712,0,0,"Pithecellobium lanceolatum","Pithecellobium lanceolatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pithecellobium platycarpum",1,0,0,NA,NA,NA,0,0,"Pithecellobium platycarpum","Pithecellobium platycarpum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Pithecellobium unguis-cati",1,12,6.62e+12,2.6e+12,14.23635664,14.23635664,0,2,"Pithecellobium unguis-cati","Pithecellobium unguis-cati","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pithecellobium unguis-cati",0
"Plathymenia foliolosa",1,0,0,2.87e+12,-19.65901789,19.65901789,0,1,"Plathymenia foliolosa","Plathymenia foliolosa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0
"Platycyamus regnellii",1,0,0,6.04e+11,-17.33272236,17.33272236,0,0,"Platycyamus regnellii","Platycyamus regnellii","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,2,0,"Y","N",0,NA,0
"Platylobium formosum",1,0,0,2.83e+12,-34.37660906,34.37660906,0,0,"Platylobium formosum","Platylobium formosum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,0,1,"N","Y",0,NA,0
"Platylobium obtusangulum",1,0,0,1.28e+12,-36.69836819,36.69836819,0,0,"Platylobium obtusangulum","Platylobium obtusangulum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,2,1,"Y","Y",0,NA,0
"Platymiscium floribundum",1,0,0,NA,NA,NA,0,0,"Platymiscium floribundum","Platymiscium floribundum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"Platymiscium pinnatum",1,1,66288514196,NA,NA,NA,0,0,"Platymiscium pinnatum","Platymiscium pinnatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"Platymiscium stipulare",1,0,0,NA,NA,NA,0,0,"Platymiscium stipulare","Platymiscium stipulare","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"Platymiscium trinitatis",1,0,0,4.16e+12,2.12071606,2.12071606,0,0,"Platymiscium trinitatis","Platymiscium trinitatis","Wikispecies",0.988,2,TRUE,TRUE,TRUE,FALSE,1,1,0,"Y","N",0,NA,1
"Platypodium elegans",1,0,0,74530640236,8.50542914,8.50542914,0,0,"Platypodium elegans","Platypodium elegans","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,2,0,"Y","N",0,NA,0
"Podalyria biflora",1,1,2055545262,2.67e+12,-25.48651667,25.48651667,0,0,"Podalyria biflora","Podalyria biflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Podalyria burchellii",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Podalyria burchellii","Podalyria burchellii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Podalyria calyptrata",1,1,2.67e+12,2.67e+12,-25.48651667,25.48651667,0,1,"Podalyria calyptrata","Podalyria calyptrata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
